league,season,date,team1,team2,team1_sets,team2_sets,final_score,sets_played,match_winner,set1_winner,set1_loser,comeback_win
Italian Men A3,2023-2024,29/10/2023 ,Aurispa DelCar Lecce,Rinascita Lagonegro,3,2,3-2,5,Aurispa DelCar Lecce,Rinascita Lagonegro,Aurispa DelCar Lecce,TRUE
Italian Men A3,2023-2024,28/10/2023 ,Just British Bari,Smartsystem Fano,2,3,2-3,5,Smartsystem Fano,Just British Bari,Smartsystem Fano,TRUE
Italian Men A3,2023-2024,29/10/2023 ,Avimecc Modica,Erm Group San Giustino,3,2,3-2,5,Avimecc Modica,Avimecc Modica,Erm Group San Giustino,FALSE
Italian Men A3,2023-2024,29/10/2023 ,Tim Montaggi Marcianise,Leo Shoes Casarano,3,0,3-0,3,Tim Montaggi Marcianise,Tim Montaggi Marcianise,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,29/10/2023 ,Plus Volleyball Sabaudia,OmiFer Palmi,2,3,2-3,5,OmiFer Palmi,Plus Volleyball Sabaudia,OmiFer Palmi,TRUE
Italian Men A3,2023-2024,1/11/2023 ,Smartsystem Fano,Plus Volleyball Sabaudia,3,0,3-0,3,Smartsystem Fano,Smartsystem Fano,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,1/11/2023 ,OmiFer Palmi,Tim Montaggi Marcianise,3,2,3-2,5,OmiFer Palmi,OmiFer Palmi,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,1/11/2023 ,Rinascita Lagonegro,Shedirpharma Sorrento,3,2,3-2,5,Rinascita Lagonegro,Shedirpharma Sorrento,Rinascita Lagonegro,TRUE
Italian Men A3,2023-2024,1/11/2023 ,Leo Shoes Casarano,Just British Bari,3,1,3-1,4,Leo Shoes Casarano,Just British Bari,Leo Shoes Casarano,TRUE
Italian Men A3,2023-2024,1/11/2023 ,Erm Group San Giustino,Banca Macerata,3,2,3-2,5,Erm Group San Giustino,Erm Group San Giustino,Banca Macerata,FALSE
Italian Men A3,2023-2024,1/11/2023 ,QuantWare Napoli,Avimecc Modica,3,0,3-0,3,QuantWare Napoli,QuantWare Napoli,Avimecc Modica,FALSE
Italian Men A3,2023-2024,5/11/2023 ,Banca Macerata,OmiFer Palmi,3,0,3-0,3,Banca Macerata,Banca Macerata,OmiFer Palmi,FALSE
Italian Men A3,2023-2024,5/11/2023 ,Leo Shoes Casarano,QuantWare Napoli,3,0,3-0,3,Leo Shoes Casarano,Leo Shoes Casarano,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,4/11/2023 ,Just British Bari,Erm Group San Giustino,2,3,2-3,5,Erm Group San Giustino,Erm Group San Giustino,Just British Bari,FALSE
Italian Men A3,2023-2024,5/11/2023 ,Avimecc Modica,Aurispa DelCar Lecce,3,1,3-1,4,Avimecc Modica,Avimecc Modica,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,5/11/2023 ,Shedirpharma Sorrento,Smartsystem Fano,3,1,3-1,4,Shedirpharma Sorrento,Shedirpharma Sorrento,Smartsystem Fano,FALSE
Italian Men A3,2023-2024,5/11/2023 ,Tim Montaggi Marcianise,Rinascita Lagonegro,2,3,2-3,5,Rinascita Lagonegro,Tim Montaggi Marcianise,Rinascita Lagonegro,TRUE
Italian Men A3,2023-2024,12/11/2023 ,Smartsystem Fano,Leo Shoes Casarano,3,0,3-0,3,Smartsystem Fano,Smartsystem Fano,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,12/11/2023 ,OmiFer Palmi,Just British Bari,2,3,2-3,5,Just British Bari,OmiFer Palmi,Just British Bari,TRUE
Italian Men A3,2023-2024,12/11/2023 ,Rinascita Lagonegro,Banca Macerata,2,3,2-3,5,Banca Macerata,Banca Macerata,Rinascita Lagonegro,FALSE
Italian Men A3,2023-2024,12/11/2023 ,Aurispa DelCar Lecce,Shedirpharma Sorrento,3,0,3-0,3,Aurispa DelCar Lecce,Aurispa DelCar Lecce,Shedirpharma Sorrento,FALSE
Italian Men A3,2023-2024,11/11/2023 ,Erm Group San Giustino,Tim Montaggi Marcianise,3,0,3-0,3,Erm Group San Giustino,Erm Group San Giustino,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,11/11/2023 ,Plus Volleyball Sabaudia,Avimecc Modica,0,3,0-3,3,Avimecc Modica,Avimecc Modica,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,19/11/2023 ,Smartsystem Fano,Rinascita Lagonegro,3,0,3-0,3,Smartsystem Fano,Smartsystem Fano,Rinascita Lagonegro,FALSE
Italian Men A3,2023-2024,19/11/2023 ,Banca Macerata,Aurispa DelCar Lecce,3,1,3-1,4,Banca Macerata,Banca Macerata,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,19/11/2023 ,Leo Shoes Casarano,Plus Volleyball Sabaudia,2,3,2-3,5,Plus Volleyball Sabaudia,Plus Volleyball Sabaudia,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,19/11/2023 ,Shedirpharma Sorrento,OmiFer Palmi,3,1,3-1,4,Shedirpharma Sorrento,Shedirpharma Sorrento,OmiFer Palmi,FALSE
Italian Men A3,2023-2024,19/11/2023 ,QuantWare Napoli,Erm Group San Giustino,1,3,1-3,4,Erm Group San Giustino,QuantWare Napoli,Erm Group San Giustino,TRUE
Italian Men A3,2023-2024,19/11/2023 ,Tim Montaggi Marcianise,Avimecc Modica,0,3,0-3,3,Avimecc Modica,Avimecc Modica,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,26/11/2023 ,OmiFer Palmi,Smartsystem Fano,3,0,3-0,3,OmiFer Palmi,OmiFer Palmi,Smartsystem Fano,FALSE
Italian Men A3,2023-2024,26/11/2023 ,Rinascita Lagonegro,QuantWare Napoli,3,0,3-0,3,Rinascita Lagonegro,Rinascita Lagonegro,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,25/11/2023 ,Aurispa DelCar Lecce,Tim Montaggi Marcianise,3,0,3-0,3,Aurispa DelCar Lecce,Aurispa DelCar Lecce,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,25/11/2023 ,Just British Bari,Shedirpharma Sorrento,3,1,3-1,4,Just British Bari,Shedirpharma Sorrento,Just British Bari,TRUE
Italian Men A3,2023-2024,26/11/2023 ,Avimecc Modica,Leo Shoes Casarano,3,2,3-2,5,Avimecc Modica,Leo Shoes Casarano,Avimecc Modica,TRUE
Italian Men A3,2023-2024,26/11/2023 ,Plus Volleyball Sabaudia,Banca Macerata,0,3,0-3,3,Banca Macerata,Banca Macerata,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,3/12/2023 ,Smartsystem Fano,Avimecc Modica,3,1,3-1,4,Smartsystem Fano,Smartsystem Fano,Avimecc Modica,FALSE
Italian Men A3,2023-2024,3/12/2023 ,Leo Shoes Casarano,OmiFer Palmi,2,3,2-3,5,OmiFer Palmi,Leo Shoes Casarano,OmiFer Palmi,TRUE
Italian Men A3,2023-2024,3/12/2023 ,Erm Group San Giustino,Aurispa DelCar Lecce,3,2,3-2,5,Erm Group San Giustino,Aurispa DelCar Lecce,Erm Group San Giustino,TRUE
Italian Men A3,2023-2024,3/12/2023 ,Shedirpharma Sorrento,Banca Macerata,1,3,1-3,4,Banca Macerata,Shedirpharma Sorrento,Banca Macerata,TRUE
Italian Men A3,2023-2024,2/12/2023 ,QuantWare Napoli,Plus Volleyball Sabaudia,3,1,3-1,4,QuantWare Napoli,QuantWare Napoli,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,3/12/2023 ,Tim Montaggi Marcianise,Just British Bari,3,2,3-2,5,Tim Montaggi Marcianise,Tim Montaggi Marcianise,Just British Bari,FALSE
Italian Men A3,2023-2024,7/12/2023 ,Banca Macerata,Smartsystem Fano,3,0,3-0,3,Banca Macerata,Banca Macerata,Smartsystem Fano,FALSE
Italian Men A3,2023-2024,6/12/2023 ,OmiFer Palmi,QuantWare Napoli,3,0,3-0,3,OmiFer Palmi,OmiFer Palmi,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,7/12/2023 ,Aurispa DelCar Lecce,Leo Shoes Casarano,1,3,1-3,4,Leo Shoes Casarano,Leo Shoes Casarano,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,6/12/2023 ,Just British Bari,Rinascita Lagonegro,0,3,0-3,3,Rinascita Lagonegro,Rinascita Lagonegro,Just British Bari,FALSE
Italian Men A3,2023-2024,6/12/2023 ,Shedirpharma Sorrento,Tim Montaggi Marcianise,3,0,3-0,3,Shedirpharma Sorrento,Shedirpharma Sorrento,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,7/12/2023 ,Plus Volleyball Sabaudia,Erm Group San Giustino,1,3,1-3,4,Erm Group San Giustino,Erm Group San Giustino,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,10/12/2023 ,Rinascita Lagonegro,Plus Volleyball Sabaudia,3,0,3-0,3,Rinascita Lagonegro,Rinascita Lagonegro,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,10/12/2023 ,Leo Shoes Casarano,Shedirpharma Sorrento,3,1,3-1,4,Leo Shoes Casarano,Leo Shoes Casarano,Shedirpharma Sorrento,FALSE
Italian Men A3,2023-2024,10/12/2023 ,Erm Group San Giustino,OmiFer Palmi,1,3,1-3,4,OmiFer Palmi,Erm Group San Giustino,OmiFer Palmi,TRUE
Italian Men A3,2023-2024,10/12/2023 ,Avimecc Modica,Just British Bari,3,0,3-0,3,Avimecc Modica,Avimecc Modica,Just British Bari,FALSE
Italian Men A3,2023-2024,10/12/2023 ,QuantWare Napoli,Aurispa DelCar Lecce,3,2,3-2,5,QuantWare Napoli,QuantWare Napoli,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,10/12/2023 ,Tim Montaggi Marcianise,Banca Macerata,2,3,2-3,5,Banca Macerata,Tim Montaggi Marcianise,Banca Macerata,TRUE
Italian Men A3,2023-2024,17/12/2023 ,Smartsystem Fano,Tim Montaggi Marcianise,3,0,3-0,3,Smartsystem Fano,Smartsystem Fano,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,17/12/2023 ,Banca Macerata,Avimecc Modica,3,0,3-0,3,Banca Macerata,Banca Macerata,Avimecc Modica,FALSE
Italian Men A3,2023-2024,17/12/2023 ,OmiFer Palmi,Rinascita Lagonegro,3,0,3-0,3,OmiFer Palmi,OmiFer Palmi,Rinascita Lagonegro,FALSE
Italian Men A3,2023-2024,16/12/2023 ,Just British Bari,QuantWare Napoli,3,2,3-2,5,Just British Bari,Just British Bari,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,17/12/2023 ,Shedirpharma Sorrento,Erm Group San Giustino,3,2,3-2,5,Shedirpharma Sorrento,Shedirpharma Sorrento,Erm Group San Giustino,FALSE
Italian Men A3,2023-2024,17/12/2023 ,Plus Volleyball Sabaudia,Aurispa DelCar Lecce,2,3,2-3,5,Aurispa DelCar Lecce,Aurispa DelCar Lecce,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,26/12/2023 ,Rinascita Lagonegro,Leo Shoes Casarano,2,3,2-3,5,Leo Shoes Casarano,Leo Shoes Casarano,Rinascita Lagonegro,FALSE
Italian Men A3,2023-2024,23/12/2023 ,Aurispa DelCar Lecce,Just British Bari,3,1,3-1,4,Aurispa DelCar Lecce,Aurispa DelCar Lecce,Just British Bari,FALSE
Italian Men A3,2023-2024,26/12/2023 ,Erm Group San Giustino,Smartsystem Fano,3,1,3-1,4,Erm Group San Giustino,Erm Group San Giustino,Smartsystem Fano,FALSE
Italian Men A3,2023-2024,26/12/2023 ,Avimecc Modica,OmiFer Palmi,0,3,0-3,3,OmiFer Palmi,OmiFer Palmi,Avimecc Modica,FALSE
Italian Men A3,2023-2024,26/12/2023 ,QuantWare Napoli,Shedirpharma Sorrento,0,3,0-3,3,Shedirpharma Sorrento,Shedirpharma Sorrento,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,26/12/2023 ,Tim Montaggi Marcianise,Plus Volleyball Sabaudia,3,2,3-2,5,Tim Montaggi Marcianise,Plus Volleyball Sabaudia,Tim Montaggi Marcianise,TRUE
Italian Men A3,2023-2024,30/12/2023 ,Just British Bari,Banca Macerata,2,3,2-3,5,Banca Macerata,Just British Bari,Banca Macerata,TRUE
Italian Men A3,2023-2024,30/12/2023 ,Smartsystem Fano,Aurispa DelCar Lecce,3,1,3-1,4,Smartsystem Fano,Smartsystem Fano,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,30/12/2023 ,Leo Shoes Casarano,Erm Group San Giustino,3,2,3-2,5,Leo Shoes Casarano,Erm Group San Giustino,Leo Shoes Casarano,TRUE
Italian Men A3,2023-2024,30/12/2023 ,Rinascita Lagonegro,Avimecc Modica,3,0,3-0,3,Rinascita Lagonegro,Rinascita Lagonegro,Avimecc Modica,FALSE
Italian Men A3,2023-2024,29/12/2023 ,Tim Montaggi Marcianise,QuantWare Napoli,2,3,2-3,5,QuantWare Napoli,QuantWare Napoli,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,30/12/2023 ,Shedirpharma Sorrento,Plus Volleyball Sabaudia,3,2,3-2,5,Shedirpharma Sorrento,Shedirpharma Sorrento,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,7/1/2024 ,QuantWare Napoli,Smartsystem Fano,2,3,2-3,5,Smartsystem Fano,QuantWare Napoli,Smartsystem Fano,TRUE
Italian Men A3,2023-2024,7/1/2024 ,Aurispa DelCar Lecce,OmiFer Palmi,1,3,1-3,4,OmiFer Palmi,OmiFer Palmi,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,7/1/2024 ,Erm Group San Giustino,Rinascita Lagonegro,3,1,3-1,4,Erm Group San Giustino,Erm Group San Giustino,Rinascita Lagonegro,FALSE
Italian Men A3,2023-2024,14/2/2024 ,Banca Macerata,Leo Shoes Casarano,2,3,2-3,5,Leo Shoes Casarano,Banca Macerata,Leo Shoes Casarano,TRUE
Italian Men A3,2023-2024,6/1/2024 ,Plus Volleyball Sabaudia,Just British Bari,3,0,3-0,3,Plus Volleyball Sabaudia,Plus Volleyball Sabaudia,Just British Bari,FALSE
Italian Men A3,2023-2024,7/1/2024 ,Avimecc Modica,Shedirpharma Sorrento,3,0,3-0,3,Avimecc Modica,Avimecc Modica,Shedirpharma Sorrento,FALSE
Italian Men A3,2023-2024,14/1/2024 ,QuantWare Napoli,Banca Macerata,1,3,1-3,4,Banca Macerata,Banca Macerata,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,14/1/2024 ,Rinascita Lagonegro,Aurispa DelCar Lecce,3,1,3-1,4,Rinascita Lagonegro,Rinascita Lagonegro,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,14/1/2024 ,Smartsystem Fano,Just British Bari,3,2,3-2,5,Smartsystem Fano,Just British Bari,Smartsystem Fano,TRUE
Italian Men A3,2023-2024,14/1/2024 ,Erm Group San Giustino,Avimecc Modica,3,2,3-2,5,Erm Group San Giustino,Avimecc Modica,Erm Group San Giustino,TRUE
Italian Men A3,2023-2024,31/1/2024 ,Leo Shoes Casarano,Tim Montaggi Marcianise,2,3,2-3,5,Tim Montaggi Marcianise,Leo Shoes Casarano,Tim Montaggi Marcianise,TRUE
Italian Men A3,2023-2024,14/1/2024 ,OmiFer Palmi,Plus Volleyball Sabaudia,1,3,1-3,4,Plus Volleyball Sabaudia,Plus Volleyball Sabaudia,OmiFer Palmi,FALSE
Italian Men A3,2023-2024,20/1/2024 ,Plus Volleyball Sabaudia,Smartsystem Fano,3,2,3-2,5,Plus Volleyball Sabaudia,Smartsystem Fano,Plus Volleyball Sabaudia,TRUE
Italian Men A3,2023-2024,21/1/2024 ,Tim Montaggi Marcianise,OmiFer Palmi,3,2,3-2,5,Tim Montaggi Marcianise,Tim Montaggi Marcianise,OmiFer Palmi,FALSE
Italian Men A3,2023-2024,20/1/2024 ,Shedirpharma Sorrento,Rinascita Lagonegro,0,3,0-3,3,Rinascita Lagonegro,Rinascita Lagonegro,Shedirpharma Sorrento,FALSE
Italian Men A3,2023-2024,20/1/2024 ,Just British Bari,Leo Shoes Casarano,3,0,3-0,3,Just British Bari,Just British Bari,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,21/1/2024 ,Banca Macerata,Erm Group San Giustino,3,1,3-1,4,Banca Macerata,Erm Group San Giustino,Banca Macerata,TRUE
Italian Men A3,2023-2024,21/1/2024 ,Avimecc Modica,QuantWare Napoli,2,3,2-3,5,QuantWare Napoli,Avimecc Modica,QuantWare Napoli,TRUE
Italian Men A3,2023-2024,28/1/2024 ,OmiFer Palmi,Banca Macerata,3,2,3-2,5,OmiFer Palmi,Banca Macerata,OmiFer Palmi,TRUE
Italian Men A3,2023-2024,27/1/2024 ,QuantWare Napoli,Leo Shoes Casarano,3,1,3-1,4,QuantWare Napoli,QuantWare Napoli,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,28/1/2024 ,Erm Group San Giustino,Just British Bari,3,0,3-0,3,Erm Group San Giustino,Erm Group San Giustino,Just British Bari,FALSE
Italian Men A3,2023-2024,28/1/2024 ,Aurispa DelCar Lecce,Avimecc Modica,0,3,0-3,3,Avimecc Modica,Avimecc Modica,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,27/1/2024 ,Smartsystem Fano,Shedirpharma Sorrento,3,1,3-1,4,Smartsystem Fano,Smartsystem Fano,Shedirpharma Sorrento,FALSE
Italian Men A3,2023-2024,27/1/2024 ,Rinascita Lagonegro,Tim Montaggi Marcianise,3,0,3-0,3,Rinascita Lagonegro,Rinascita Lagonegro,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,4/2/2024 ,Leo Shoes Casarano,Smartsystem Fano,3,2,3-2,5,Leo Shoes Casarano,Smartsystem Fano,Leo Shoes Casarano,TRUE
Italian Men A3,2023-2024,3/2/2024 ,Just British Bari,OmiFer Palmi,0,3,0-3,3,OmiFer Palmi,OmiFer Palmi,Just British Bari,FALSE
Italian Men A3,2023-2024,3/2/2024 ,Banca Macerata,Rinascita Lagonegro,3,0,3-0,3,Banca Macerata,Banca Macerata,Rinascita Lagonegro,FALSE
Italian Men A3,2023-2024,4/2/2024 ,Shedirpharma Sorrento,Aurispa DelCar Lecce,0,3,0-3,3,Aurispa DelCar Lecce,Aurispa DelCar Lecce,Shedirpharma Sorrento,FALSE
Italian Men A3,2023-2024,4/2/2024 ,Tim Montaggi Marcianise,Erm Group San Giustino,0,3,0-3,3,Erm Group San Giustino,Erm Group San Giustino,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,4/2/2024 ,Avimecc Modica,Plus Volleyball Sabaudia,1,3,1-3,4,Plus Volleyball Sabaudia,Plus Volleyball Sabaudia,Avimecc Modica,FALSE
Italian Men A3,2023-2024,11/2/2024 ,Rinascita Lagonegro,Smartsystem Fano,3,1,3-1,4,Rinascita Lagonegro,Rinascita Lagonegro,Smartsystem Fano,FALSE
Italian Men A3,2023-2024,11/2/2024 ,Aurispa DelCar Lecce,Banca Macerata,3,1,3-1,4,Aurispa DelCar Lecce,Aurispa DelCar Lecce,Banca Macerata,FALSE
Italian Men A3,2023-2024,11/2/2024 ,Plus Volleyball Sabaudia,Leo Shoes Casarano,3,1,3-1,4,Plus Volleyball Sabaudia,Plus Volleyball Sabaudia,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,10/2/2024 ,OmiFer Palmi,Shedirpharma Sorrento,3,1,3-1,4,OmiFer Palmi,OmiFer Palmi,Shedirpharma Sorrento,FALSE
Italian Men A3,2023-2024,11/2/2024 ,Erm Group San Giustino,QuantWare Napoli,3,0,3-0,3,Erm Group San Giustino,Erm Group San Giustino,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,11/2/2024 ,Avimecc Modica,Tim Montaggi Marcianise,3,1,3-1,4,Avimecc Modica,Avimecc Modica,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,18/2/2024 ,Smartsystem Fano,OmiFer Palmi,3,1,3-1,4,Smartsystem Fano,Smartsystem Fano,OmiFer Palmi,FALSE
Italian Men A3,2023-2024,18/2/2024 ,QuantWare Napoli,Rinascita Lagonegro,1,3,1-3,4,Rinascita Lagonegro,Rinascita Lagonegro,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,17/2/2024 ,Tim Montaggi Marcianise,Aurispa DelCar Lecce,0,3,0-3,3,Aurispa DelCar Lecce,Aurispa DelCar Lecce,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,18/2/2024 ,Shedirpharma Sorrento,Just British Bari,3,0,3-0,3,Shedirpharma Sorrento,Shedirpharma Sorrento,Just British Bari,FALSE
Italian Men A3,2023-2024,18/2/2024 ,Leo Shoes Casarano,Avimecc Modica,1,3,1-3,4,Avimecc Modica,Avimecc Modica,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,18/2/2024 ,Banca Macerata,Plus Volleyball Sabaudia,3,0,3-0,3,Banca Macerata,Banca Macerata,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,24/2/2024 ,Avimecc Modica,Smartsystem Fano,1,3,1-3,4,Smartsystem Fano,Smartsystem Fano,Avimecc Modica,FALSE
Italian Men A3,2023-2024,24/2/2024 ,OmiFer Palmi,Leo Shoes Casarano,3,1,3-1,4,OmiFer Palmi,OmiFer Palmi,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,25/2/2024 ,Aurispa DelCar Lecce,Erm Group San Giustino,2,3,2-3,5,Erm Group San Giustino,Aurispa DelCar Lecce,Erm Group San Giustino,TRUE
Italian Men A3,2023-2024,25/2/2024 ,Banca Macerata,Shedirpharma Sorrento,3,1,3-1,4,Banca Macerata,Shedirpharma Sorrento,Banca Macerata,TRUE
Italian Men A3,2023-2024,24/2/2024 ,Plus Volleyball Sabaudia,QuantWare Napoli,3,1,3-1,4,Plus Volleyball Sabaudia,Plus Volleyball Sabaudia,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,24/2/2024 ,Just British Bari,Tim Montaggi Marcianise,2,3,2-3,5,Tim Montaggi Marcianise,Just British Bari,Tim Montaggi Marcianise,TRUE
Italian Men A3,2023-2024,28/2/2024 ,Smartsystem Fano,Banca Macerata,3,0,3-0,3,Smartsystem Fano,Smartsystem Fano,Banca Macerata,FALSE
Italian Men A3,2023-2024,28/2/2024 ,QuantWare Napoli,OmiFer Palmi,3,1,3-1,4,QuantWare Napoli,QuantWare Napoli,OmiFer Palmi,FALSE
Italian Men A3,2023-2024,28/2/2024 ,Leo Shoes Casarano,Aurispa DelCar Lecce,3,2,3-2,5,Leo Shoes Casarano,Aurispa DelCar Lecce,Leo Shoes Casarano,TRUE
Italian Men A3,2023-2024,1/3/2024 ,Rinascita Lagonegro,Just British Bari,3,1,3-1,4,Rinascita Lagonegro,Rinascita Lagonegro,Just British Bari,FALSE
Italian Men A3,2023-2024,28/2/2024 ,Tim Montaggi Marcianise,Shedirpharma Sorrento,2,3,2-3,5,Shedirpharma Sorrento,Tim Montaggi Marcianise,Shedirpharma Sorrento,TRUE
Italian Men A3,2023-2024,28/2/2024 ,Erm Group San Giustino,Plus Volleyball Sabaudia,2,3,2-3,5,Plus Volleyball Sabaudia,Plus Volleyball Sabaudia,Erm Group San Giustino,FALSE
Italian Men A3,2023-2024,10/3/2024 ,Plus Volleyball Sabaudia,Rinascita Lagonegro,0,3,0-3,3,Rinascita Lagonegro,Rinascita Lagonegro,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,10/3/2024 ,Shedirpharma Sorrento,Leo Shoes Casarano,3,2,3-2,5,Shedirpharma Sorrento,Shedirpharma Sorrento,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,10/3/2024 ,OmiFer Palmi,Erm Group San Giustino,3,2,3-2,5,OmiFer Palmi,OmiFer Palmi,Erm Group San Giustino,FALSE
Italian Men A3,2023-2024,9/3/2024 ,Just British Bari,Avimecc Modica,1,3,1-3,4,Avimecc Modica,Avimecc Modica,Just British Bari,FALSE
Italian Men A3,2023-2024,10/3/2024 ,Aurispa DelCar Lecce,QuantWare Napoli,3,0,3-0,3,Aurispa DelCar Lecce,Aurispa DelCar Lecce,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,10/3/2024 ,Banca Macerata,Tim Montaggi Marcianise,3,0,3-0,3,Banca Macerata,Banca Macerata,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,17/3/2024 ,Tim Montaggi Marcianise,Smartsystem Fano,0,3,0-3,3,Smartsystem Fano,Smartsystem Fano,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,17/3/2024 ,Avimecc Modica,Banca Macerata,0,3,0-3,3,Banca Macerata,Banca Macerata,Avimecc Modica,FALSE
Italian Men A3,2023-2024,17/3/2024 ,Rinascita Lagonegro,OmiFer Palmi,1,3,1-3,4,OmiFer Palmi,OmiFer Palmi,Rinascita Lagonegro,FALSE
Italian Men A3,2023-2024,16/3/2024 ,QuantWare Napoli,Just British Bari,3,0,3-0,3,QuantWare Napoli,QuantWare Napoli,Just British Bari,FALSE
Italian Men A3,2023-2024,17/3/2024 ,Erm Group San Giustino,Shedirpharma Sorrento,3,1,3-1,4,Erm Group San Giustino,Shedirpharma Sorrento,Erm Group San Giustino,TRUE
Italian Men A3,2023-2024,17/3/2024 ,Aurispa DelCar Lecce,Plus Volleyball Sabaudia,3,1,3-1,4,Aurispa DelCar Lecce,Aurispa DelCar Lecce,Plus Volleyball Sabaudia,FALSE
Italian Men A3,2023-2024,24/3/2024 ,Leo Shoes Casarano,Rinascita Lagonegro,2,3,2-3,5,Rinascita Lagonegro,Rinascita Lagonegro,Leo Shoes Casarano,FALSE
Italian Men A3,2023-2024,24/3/2024 ,Just British Bari,Aurispa DelCar Lecce,3,1,3-1,4,Just British Bari,Just British Bari,Aurispa DelCar Lecce,FALSE
Italian Men A3,2023-2024,24/3/2024 ,Smartsystem Fano,Erm Group San Giustino,3,0,3-0,3,Smartsystem Fano,Smartsystem Fano,Erm Group San Giustino,FALSE
Italian Men A3,2023-2024,24/3/2024 ,OmiFer Palmi,Avimecc Modica,3,1,3-1,4,OmiFer Palmi,OmiFer Palmi,Avimecc Modica,FALSE
Italian Men A3,2023-2024,24/3/2024 ,Shedirpharma Sorrento,QuantWare Napoli,3,1,3-1,4,Shedirpharma Sorrento,Shedirpharma Sorrento,QuantWare Napoli,FALSE
Italian Men A3,2023-2024,24/3/2024 ,Plus Volleyball Sabaudia,Tim Montaggi Marcianise,3,1,3-1,4,Plus Volleyball Sabaudia,Plus Volleyball Sabaudia,Tim Montaggi Marcianise,FALSE
Italian Men A3,2023-2024,1/4/2024 ,Negrini CTE Acqui Terme,Belluno Volley,2,3,2-3,5,Belluno Volley,Negrini CTE Acqui Terme,Belluno Volley,TRUE
Italian Men A3,2023-2024,1/4/2024 ,Senini Motta di Livenza,Monge Gerbaudo Savigliano,3,1,3-1,4,Senini Motta di Livenza,Senini Motta di Livenza,Monge Gerbaudo Savigliano,FALSE
Italian Men A3,2023-2024,3/4/2024 ,CUS Cagliari,Personal Time San Donà di Piave,2,3,2-3,5,Personal Time San Donà di Piave,Personal Time San Donà di Piave,CUS Cagliari,FALSE
Italian Men A3,2023-2024,2/4/2024 ,Avimecc Modica,Smartsystem Fano,1,3,1-3,4,Smartsystem Fano,Smartsystem Fano,Avimecc Modica,FALSE
Italian Men A3,2023-2024,3/4/2024 ,Erm Group San Giustino,OmiFer Palmi,1,3,1-3,4,OmiFer Palmi,OmiFer Palmi,Erm Group San Giustino,FALSE
